INSERT INTO TheoryIndex VALUES(178,1,'FONLL-B',0,1,'TRN',2.0,0.5,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central, b thresholds 2*m, noEScaleVar, xiF=0.5, xiR=2.0',0,0);
INSERT INTO TheoryIndex VALUES(179,1,'FONLL-B',0,1,'TRN',2.0,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central, b thresholds 2*m, noEScaleVar, xiF=central, xiR=2.0',0,0);
INSERT INTO TheoryIndex VALUES(180,1,'FONLL-B',0,1,'TRN',2.0,2.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central, b thresholds 2*m, noEScaleVar, xiF=2.0, xiR=2.0',0,0);
INSERT INTO TheoryIndex VALUES(181,2,'FONLL-C',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NNLO central, b thresholds 2*m',0,1);
INSERT INTO TheoryIndex VALUES(182,2,'FONLL-C',0,1,'TRN',0.5,0.5,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NNLO central, b thresholds 2*m, noEScaleVar, xiF=0.5, xiR=0.5',0,0);
INSERT INTO TheoryIndex VALUES(183,2,'FONLL-C',0,1,'TRN',0.5,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NNLO central, b thresholds 2*m, noEScaleVar, xiF=central, xiR=0.5',0,0);
INSERT INTO TheoryIndex VALUES(184,2,'FONLL-C',0,1,'TRN',0.5,2.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NNLO central, b thresholds 2*m, noEScaleVar, xiF=2.0, xiR=0.5',0,0);
INSERT INTO TheoryIndex VALUES(185,2,'FONLL-C',0,1,'TRN',1.0,0.5,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NNLO central, b thresholds 2*m, noEScaleVar, xiF=0.5, xiR=central',0,0);
INSERT INTO TheoryIndex VALUES(186,2,'FONLL-C',0,1,'TRN',1.0,2.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NNLO central, b thresholds 2*m, noEScaleVar, xiF=2.0, xiR=central',0,0);
INSERT INTO TheoryIndex VALUES(187,2,'FONLL-C',0,1,'TRN',2.0,0.5,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NNLO central, b thresholds 2*m, noEScaleVar, xiF=0.5, xiR=2.0',0,0);
INSERT INTO TheoryIndex VALUES(188,2,'FONLL-C',0,1,'TRN',2.0,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NNLO central, b thresholds 2*m, noEScaleVar, xiF=central, xiR=2.0',0,0);
INSERT INTO TheoryIndex VALUES(189,2,'FONLL-C',0,1,'TRN',2.0,2.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NNLO central, b thresholds 2*m, noEScaleVar, xiF=2.0, xiR=2.0',0,0);
INSERT INTO TheoryIndex VALUES(190,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.1100000000000000976,1.1100000000000000976,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central mc=1.11',0,1);
INSERT INTO TheoryIndex VALUES(191,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.2099999999999999644,1.2099999999999999644,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central mc=1.21',0,1);
INSERT INTO TheoryIndex VALUES(192,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.3100000000000000532,1.3100000000000000532,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central mc=1.31',0,1);
INSERT INTO TheoryIndex VALUES(193,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.40999999999999992,1.40999999999999992,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central mc=1.41',0,1);
INSERT INTO TheoryIndex VALUES(194,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central mc=1.51',0,1);
INSERT INTO TheoryIndex VALUES(195,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.6100000000000000976,1.6100000000000000976,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central mc=1.61',0,1);
INSERT INTO TheoryIndex VALUES(196,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.7099999999999999644,1.7099999999999999644,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central mc=1.71',0,1);
INSERT INTO TheoryIndex VALUES(197,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.8100000000000000532,1.8100000000000000532,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central mc=1.81',0,1);
INSERT INTO TheoryIndex VALUES(198,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.90999999999999992,1.90999999999999992,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central mc=1.91',0,1);
INSERT INTO TheoryIndex VALUES(199,2,'FONLL-C',0,1,'EXA',1.0,1.0,5,5,5,1.6399999999999999023,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,1,'NLL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNLO+NLL small-x, IC ON, damp OFF, HELLxv3',0,1);
INSERT INTO TheoryIndex VALUES(200,1,'FONLL-B',0,1,'EXA',1.0,1.0,5,5,5,1.6399999999999999023,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,1,'NLL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NLO+NLL small-x, IC ON, damp OFF, HELLX v3',0,1);
COMMIT;
